feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,label
441,54,3,0,2,0,0,0,0,0,1
354,84,29,13,9,4,2,2,2,0,1
481,8,6,3,0,1,0,0,1,0,1
362,55,35,13,12,10,5,4,1,2,1
484,15,1,0,0,0,0,0,0,0,1
321,97,37,24,7,6,2,3,0,0,1
457,11,13,4,5,4,2,0,2,1,1
386,36,29,15,13,8,8,0,0,2,1
435,49,11,3,2,0,0,0,0,0,1
320,92,33,21,12,10,6,4,0,2,1
494,3,1,2,0,0,0,0,0,0,1
369,46,28,15,16,12,7,4,1,1,1
343,98,28,14,5,4,4,3,0,1,1
318,89,45,19,10,7,4,5,1,2,1
384,90,15,5,4,1,1,0,0,0,1
307,90,36,22,18,17,2,3,2,2,1
488,11,1,0,0,0,0,0,0,0,1
373,56,30,17,10,2,7,2,2,1,1
500,0,0,0,0,0,0,0,0,0,1
381,63,20,11,7,6,4,6,1,1,1
404,76,12,8,0,0,0,0,0,0,1
308,102,34,20,12,10,5,2,3,2,1
498,2,0,0,0,0,0,0,0,0,1
493,2,0,2,1,0,1,0,1,0,1
500,0,0,0,0,0,0,0,0,0,1
496,0,1,2,0,0,0,0,1,0,1
291,157,41,8,2,1,0,0,0,0,1
296,82,55,33,12,14,5,3,0,0,1
475,13,6,1,1,2,0,0,0,2,1
379,48,29,14,15,5,4,3,1,1,1
498,1,0,1,0,0,0,0,0,0,1
369,55,30,15,9,9,7,4,1,1,1
457,36,2,4,1,0,0,0,0,0,1
390,52,21,17,3,6,6,2,2,0,1
474,25,1,0,0,0,0,0,0,0,1
358,71,23,17,14,9,2,3,2,0,1
464,29,7,0,0,0,0,0,0,0,1
365,55,33,23,11,7,4,0,1,1,1
458,36,5,1,0,0,0,0,0,0,1
338,65,36,21,16,12,6,2,1,2,1
461,24,4,5,1,2,1,0,0,1,1
362,54,25,24,14,7,7,1,4,0,1
443,52,5,0,0,0,0,0,0,0,1
303,83,47,26,14,10,8,2,6,1,1
484,8,4,2,2,0,0,0,0,0,1
392,47,27,14,6,3,5,3,1,1,1
485,14,1,0,0,0,0,0,0,0,1
332,82,28,21,12,10,7,1,3,2,1
500,0,0,0,0,0,0,0,0,0,1
348,48,30,25,13,15,7,4,4,3,1
448,28,12,4,2,1,2,0,2,1,1
321,81,23,24,17,17,4,5,2,1,1
453,31,8,4,1,1,0,1,0,1,1
323,71,36,20,16,13,5,4,7,2,1
459,32,5,4,0,0,0,0,0,0,1
306,83,44,14,18,12,9,5,3,2,1
454,34,6,5,1,0,0,0,0,0,1
353,58,32,17,17,7,6,6,1,1,1
469,25,4,1,0,1,0,0,0,0,1
355,66,30,16,12,8,6,4,0,0,1
500,0,0,0,0,0,0,0,0,0,1
380,37,24,24,13,9,2,7,1,3,1
458,36,5,1,0,0,0,0,0,0,1
364,47,31,17,13,10,8,7,1,1,1
494,2,1,1,1,0,1,0,0,0,1
411,38,22,12,6,2,3,2,1,1,1
493,7,0,0,0,0,0,0,0,0,1
383,62,27,10,8,6,2,1,0,1,1
496,4,0,0,0,0,0,0,0,0,1
371,40,32,19,12,10,4,3,3,3,1
251,160,56,16,10,3,2,0,1,0,1
290,78,33,26,34,10,12,4,5,4,1
405,38,14,17,10,6,4,3,1,1,1
347,52,30,21,19,10,7,6,2,3,1
444,44,9,2,0,0,1,0,0,0,1
350,57,19,24,15,15,4,5,5,2,1
467,14,4,6,3,3,0,2,0,0,1
374,42,23,15,19,7,9,4,1,5,1
468,5,1,3,5,0,2,2,1,2,1
500,0,0,0,0,0,0,0,0,0,1
497,3,0,0,0,0,0,0,0,0,1
235,181,56,19,4,3,1,1,0,0,1
296,85,41,33,14,12,7,7,2,2,1
429,49,13,4,3,1,0,0,0,0,1
365,64,24,14,12,7,8,2,3,0,1
342,103,23,18,4,5,4,1,0,0,1
300,107,37,26,12,10,5,1,1,0,1
481,14,5,0,0,0,0,0,0,0,1
361,50,33,19,12,9,4,6,3,2,1
473,24,3,0,0,0,0,0,0,0,1
335,69,34,27,14,7,3,4,1,2,1
459,33,5,1,1,0,1,0,0,0,1
350,58,40,14,17,11,6,1,1,1,1
468,25,4,2,1,0,0,0,0,0,1
363,45,27,22,17,9,5,4,2,4,1
494,3,2,0,0,0,0,0,0,0,1
361,53,34,12,13,8,6,5,3,2,1
459,32,3,4,0,1,1,0,0,0,1
335,65,26,23,14,17,8,5,1,1,1
499,1,0,0,0,0,0,0,0,0,1
404,65,19,5,3,3,0,1,0,0,1
497,3,0,0,0,0,0,0,0,0,1
402,43,20,10,9,4,4,4,1,2,1
500,0,0,0,0,0,0,0,0,0,1
419,40,17,8,9,4,0,1,1,0,1
488,12,0,0,0,0,0,0,0,0,1
360,48,35,21,10,10,8,2,3,0,1
499,1,0,0,0,0,0,0,0,0,1
354,48,32,22,15,8,8,4,5,2,1
322,121,31,15,5,3,0,1,1,0,1
312,67,57,28,12,12,7,1,2,2,1
498,2,0,0,0,0,0,0,0,0,1
360,51,31,15,13,8,3,10,3,3,1
441,38,10,5,0,2,2,0,0,1,1
293,88,39,29,20,10,6,10,0,3,1
411,35,17,11,9,11,3,1,1,1,1
351,61,26,26,11,10,6,1,6,1,1
365,70,25,16,10,5,5,2,1,1,1
312,73,38,23,15,11,9,4,10,2,1
329,74,37,21,13,6,10,4,2,3,1
301,79,33,39,17,8,10,4,5,3,1
216,156,63,36,14,5,4,2,0,3,1
271,75,50,34,21,14,15,11,1,3,1
459,19,10,3,5,1,2,1,0,0,1
350,54,34,24,14,6,2,4,2,4,1
389,47,22,7,17,10,4,1,0,1,1
330,58,35,27,20,10,9,4,4,1,1
326,117,25,15,7,3,2,3,1,1,1
311,60,40,35,15,15,6,4,6,4,1
423,41,7,8,7,6,2,2,2,0,1
351,55,28,15,16,10,8,9,3,1,1
489,9,2,0,0,0,0,0,0,0,1
344,42,33,18,21,16,7,7,4,4,1
329,99,36,15,4,5,7,1,1,0,1
500,0,0,0,0,0,0,0,0,0,1
493,1,0,0,0,1,0,2,0,0,1
500,0,0,0,0,0,0,0,0,0,1
487,11,1,0,0,0,1,0,0,0,1
340,118,19,17,5,1,0,0,0,0,1
385,55,30,11,15,2,0,2,0,0,1
470,19,7,2,1,0,1,0,0,0,1
386,49,31,14,9,9,1,1,0,0,1
450,26,11,4,2,2,4,1,0,0,1
335,82,35,26,7,3,5,2,3,2,1
488,10,1,1,0,0,0,0,0,0,1
385,68,22,15,4,4,2,0,0,0,1
398,78,18,3,3,0,0,0,0,0,1
345,78,40,18,9,4,2,1,1,1,1
488,10,0,2,0,0,0,0,0,0,1
323,102,39,14,12,5,2,2,0,0,1
368,87,21,12,6,5,0,1,0,0,1
318,99,44,21,10,5,0,2,0,1,1
489,7,0,2,1,1,0,0,0,0,1
359,73,26,16,12,5,5,3,0,0,1
465,21,4,3,2,3,1,0,0,0,1
397,59,19,12,5,4,3,0,0,1,1
486,6,4,4,0,0,0,0,0,0,1
315,78,38,24,14,11,6,4,2,2,1
467,19,6,4,1,1,2,0,0,0,1
388,56,26,11,9,1,3,4,0,2,1
475,15,6,3,1,0,0,0,0,0,1
360,88,28,9,9,2,2,1,0,0,1
391,79,22,8,0,0,0,0,0,0,1
434,32,14,10,4,2,3,1,0,0,1
494,5,0,0,1,0,0,0,0,0,1
367,72,20,18,9,6,3,2,1,0,1
307,131,40,21,1,0,0,0,0,0,1
292,76,49,39,17,7,3,4,4,4,1
498,2,0,0,0,0,0,0,0,0,1
330,90,40,13,9,12,2,3,1,0,1
378,86,30,2,2,0,2,0,0,0,1
349,81,42,13,6,4,4,1,0,0,1
476,14,5,3,1,0,1,0,0,0,1
261,98,60,34,24,16,3,1,0,1,1
456,23,9,5,4,3,0,0,0,0,1
321,65,47,23,16,10,6,4,2,4,1
498,2,0,0,0,0,0,0,0,0,1
330,85,41,12,15,7,5,0,5,0,1
441,41,15,2,1,0,0,0,0,0,1
323,82,47,24,11,6,3,3,0,0,1
467,26,4,0,2,1,0,0,0,0,1
334,68,37,26,13,5,8,7,1,0,1
493,4,0,1,2,0,0,0,0,0,1
391,40,25,14,12,7,5,4,1,0,1
497,3,0,0,0,0,0,0,0,0,1
386,61,18,12,11,4,2,3,2,0,1
352,104,29,11,4,0,0,0,0,0,1
402,49,23,16,4,4,1,0,1,0,1
498,2,0,0,0,0,0,0,0,0,1
349,70,42,15,14,4,2,2,1,1,1
441,14,8,17,12,7,1,0,0,0,1
498,0,0,0,2,0,0,0,0,0,1
483,6,4,3,4,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
473,7,9,6,5,0,0,0,0,0,1
408,2,2,17,36,29,3,3,0,0,1
485,5,2,5,2,1,0,0,0,0,1
494,5,0,1,0,0,0,0,0,0,1
445,10,10,18,13,4,0,0,0,0,1
447,19,18,7,4,2,3,0,0,0,1
394,20,21,26,20,8,7,3,0,1,1
500,0,0,0,0,0,0,0,0,0,1
478,8,3,7,3,0,1,0,0,0,1
493,0,3,2,1,1,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
474,8,5,7,3,3,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,1
427,16,16,12,13,9,6,1,0,0,1
280,45,33,42,43,32,15,6,3,1,1
349,36,17,23,29,32,10,3,1,0,1
497,0,3,0,0,0,0,0,0,0,1
486,6,4,4,0,0,0,0,0,0,1
464,12,5,6,5,3,1,3,1,0,1
481,10,4,2,1,1,1,0,0,0,1
483,5,6,3,2,1,0,0,0,0,1
499,0,0,1,0,0,0,0,0,0,1
330,46,40,41,20,10,5,5,1,0,1
318,5,17,56,61,29,9,4,1,0,1
494,3,0,2,1,0,0,0,0,0,1
471,12,4,6,3,1,2,1,0,0,1
453,7,8,13,14,3,1,0,1,0,1
490,5,0,0,3,1,1,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
458,18,8,2,4,9,1,0,0,0,1
339,23,22,28,34,35,14,5,0,0,1
452,13,10,10,9,3,2,0,0,1,1
497,1,0,1,1,0,0,0,0,0,1
460,11,9,14,4,1,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,1
488,8,0,2,2,0,0,0,0,0,1
326,10,28,30,58,35,12,1,0,0,1
234,47,50,48,49,35,24,12,1,0,1
500,0,0,0,0,0,0,0,0,0,1
477,13,7,3,0,0,0,0,0,0,1
450,6,7,10,18,6,3,0,0,0,1
270,35,36,52,76,21,9,0,0,1,1
469,19,10,2,0,0,0,0,0,0,1
494,2,1,3,0,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,1
375,40,19,30,26,5,4,1,0,0,1
472,1,3,12,10,2,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
377,15,15,15,19,31,13,11,3,1,1
500,0,0,0,0,0,0,0,0,0,1
430,8,5,11,16,13,6,10,0,1,1
488,4,2,0,2,3,1,0,0,0,1
472,6,7,0,5,6,4,0,0,0,1
471,9,7,6,5,1,0,1,0,0,1
477,11,7,3,2,0,0,0,0,0,1
499,0,0,0,0,1,0,0,0,0,1
242,42,76,65,39,29,3,3,1,0,1
392,24,14,20,13,21,11,4,1,0,1
416,16,19,9,18,12,5,3,1,1,1
499,0,1,0,0,0,0,0,0,0,1
247,16,13,30,43,58,38,31,13,9,1
499,1,0,0,0,0,0,0,0,0,1
467,3,4,4,9,12,0,1,0,0,1
496,2,1,1,0,0,0,0,0,0,1
442,28,11,9,7,3,0,0,0,0,1
485,0,1,5,2,5,0,2,0,0,1
479,5,5,4,4,2,0,0,0,0,1
498,1,0,1,0,0,0,0,0,0,1
439,14,10,6,14,10,6,0,1,0,1
465,16,9,1,6,2,0,1,0,0,1
490,3,1,2,3,1,0,0,0,0,1
482,4,4,2,5,3,0,0,0,0,1
476,9,4,5,3,3,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,1
477,4,5,3,9,1,1,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
407,18,12,13,18,13,10,8,1,0,1
470,5,11,10,1,2,1,0,0,0,1
392,8,4,4,13,28,25,21,3,2,1
499,0,1,0,0,0,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,1
479,5,5,1,4,5,1,0,0,0,1
479,5,6,5,2,1,0,1,1,0,1
499,0,0,0,1,0,0,0,0,0,1
470,16,10,2,2,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
494,2,1,1,2,0,0,0,0,0,1
493,4,0,2,1,0,0,0,0,0,1
390,20,23,23,18,8,11,6,1,0,1
439,6,3,4,9,14,18,5,1,1,1
302,10,9,22,35,51,41,21,7,0,1
468,4,11,4,5,6,1,1,0,0,1
496,2,0,1,1,0,0,0,0,0,1
488,3,2,2,3,0,2,0,0,0,1
493,2,2,1,0,0,1,1,0,0,1
489,4,1,4,1,1,0,0,0,0,1
472,8,4,8,4,4,0,0,0,0,1
495,2,2,0,1,0,0,0,0,0,1
483,5,3,0,2,1,4,1,0,0,1
500,0,0,0,0,0,0,0,0,0,1
483,1,1,3,2,2,6,1,1,0,1
459,4,7,11,7,8,4,0,0,0,1
490,1,0,2,4,2,1,0,0,0,1
454,7,6,7,17,8,1,0,0,0,1
350,67,31,25,16,5,2,1,0,1,1
409,58,18,8,6,1,0,0,0,0,1
425,52,14,4,1,4,0,0,0,0,1
494,6,0,0,0,0,0,0,0,0,1
413,48,24,4,3,5,0,3,0,0,1
491,6,3,0,0,0,0,0,0,0,1
372,67,19,14,10,9,3,5,1,0,1
489,7,4,0,0,0,0,0,0,0,1
370,74,26,10,10,5,3,1,1,0,1
484,15,1,0,0,0,0,0,0,0,1
344,70,40,23,11,5,1,4,1,0,1
470,16,8,2,3,0,1,0,0,0,1
397,54,23,14,6,3,1,2,0,0,1
454,29,11,3,0,2,0,1,0,0,1
410,47,18,14,4,4,3,0,0,0,1
483,16,1,0,0,0,0,0,0,0,1
261,128,60,24,13,9,3,0,0,1,1
386,83,22,5,4,0,0,0,0,0,1
322,86,42,23,5,10,3,5,2,0,1
369,81,23,16,5,4,1,0,0,1,1
365,74,26,18,6,5,3,2,0,1,1
431,28,14,11,7,4,2,1,1,0,1
396,46,23,12,8,5,2,2,2,3,1
495,4,0,1,0,0,0,0,0,0,1
432,35,15,7,3,3,2,0,0,0,1
489,9,2,0,0,0,0,0,0,0,1
388,43,28,15,9,3,3,5,3,1,1
454,40,4,1,1,0,0,0,0,0,1
253,141,58,28,12,2,4,2,0,0,1
444,46,7,2,1,0,0,0,0,0,1
446,26,14,9,0,3,1,0,1,0,1
487,7,1,4,0,1,0,0,0,0,1
420,36,21,5,5,6,2,0,3,0,1
487,9,3,0,1,0,0,0,0,0,1
363,58,29,19,11,7,3,2,4,3,1
477,17,4,1,0,1,0,0,0,0,1
377,58,28,16,9,5,2,0,5,0,1
465,30,3,0,2,0,0,0,0,0,1
361,72,24,19,9,5,3,2,3,1,1
463,30,6,0,1,0,0,0,0,0,1
418,35,20,13,8,3,2,1,0,0,1
484,11,2,2,1,0,0,0,0,0,1
217,141,69,38,16,7,6,4,2,0,1
291,133,37,18,16,3,2,0,0,0,1
380,60,21,18,8,5,2,1,2,0,1
478,18,3,0,1,0,0,0,0,0,1
396,54,21,19,4,0,3,2,1,0,1
466,25,7,2,0,0,0,0,0,0,1
423,49,12,9,2,3,0,2,0,0,1
468,27,4,1,0,0,0,0,0,0,1
379,42,29,21,7,7,6,5,4,0,1
480,17,2,1,0,0,0,0,0,0,1
354,81,26,17,12,6,3,0,0,0,1
476,17,4,3,0,0,0,0,0,0,1
409,58,19,7,4,0,1,0,2,0,1
454,40,6,0,0,0,0,0,0,0,1
442,42,10,4,1,1,0,0,0,0,1
496,4,0,0,0,0,0,0,0,0,1
465,30,4,1,0,0,0,0,0,0,1
470,26,3,1,0,0,0,0,0,0,1
412,56,18,6,3,3,2,0,0,0,1
486,8,5,0,1,0,0,0,0,0,1
431,47,15,3,2,1,1,0,0,0,1
488,8,3,1,0,0,0,0,0,0,1
445,35,10,6,3,1,0,0,0,0,1
478,17,2,3,0,0,0,0,0,0,1
371,93,24,5,4,2,0,1,0,0,1
389,83,22,5,1,0,0,0,0,0,1
422,45,16,10,3,1,2,1,0,0,1
496,3,1,0,0,0,0,0,0,0,1
424,48,17,4,3,1,3,0,0,0,1
491,8,0,1,0,0,0,0,0,0,1
445,39,13,2,1,0,0,0,0,0,1
474,22,2,1,1,0,0,0,0,0,1
397,80,16,5,2,0,0,0,0,0,1
492,7,0,0,1,0,0,0,0,0,1
420,52,18,7,1,1,0,1,0,0,1
478,18,4,0,0,0,0,0,0,0,1
463,22,8,3,4,0,0,0,0,0,1
497,2,1,0,0,0,0,0,0,0,1
449,30,9,10,2,0,0,0,0,0,1
468,30,2,0,0,0,0,0,0,0,1
403,72,18,5,0,1,1,0,0,0,1
472,26,2,0,0,0,0,0,0,0,1
445,39,12,2,2,0,0,0,0,0,1
458,33,8,0,0,0,1,0,0,0,1
356,92,30,10,7,1,3,0,1,0,1
480,18,1,1,0,0,0,0,0,0,1
427,42,17,8,1,4,1,0,0,0,1
495,3,2,0,0,0,0,0,0,0,1
404,68,18,7,1,0,1,1,0,0,1
438,50,8,4,0,0,0,0,0,0,1
442,31,13,10,2,0,1,1,0,0,1
489,7,3,0,1,0,0,0,0,0,1
454,35,7,1,2,0,1,0,0,0,1
444,44,12,0,0,0,0,0,0,0,1
461,26,9,3,1,0,0,0,0,0,1
477,20,3,0,0,0,0,0,0,0,1
454,36,6,1,0,2,0,1,0,0,1
417,55,24,4,0,0,0,0,0,0,1
383,91,18,5,3,0,0,0,0,0,1
461,33,6,0,0,0,0,0,0,0,1
402,64,20,9,2,0,2,1,0,0,1
387,82,22,7,2,0,0,0,0,0,1
462,24,11,3,0,0,0,0,0,0,1
460,34,6,0,0,0,0,0,0,0,1
438,38,14,4,2,1,3,0,0,0,1
483,17,0,0,0,0,0,0,0,0,1
460,34,5,1,0,0,0,0,0,0,1
491,7,1,1,0,0,0,0,0,0,1
401,70,19,7,2,1,0,0,0,0,1
335,89,49,17,7,2,1,0,0,0,1
423,12,11,14,18,19,2,0,1,0,1
487,7,4,1,1,0,0,0,0,0,1
497,3,0,0,0,0,0,0,0,0,1
201,108,75,56,41,12,5,1,1,0,1
416,11,3,11,22,21,14,0,2,0,1
387,17,26,17,20,26,4,2,1,0,1
499,0,0,0,1,0,0,0,0,0,1
442,7,12,5,13,11,8,2,0,0,1
465,2,2,6,11,10,3,1,0,0,1
489,3,2,1,2,2,1,0,0,0,1
497,2,0,1,0,0,0,0,0,0,1
427,18,22,16,8,4,5,0,0,0,1
485,1,4,1,3,2,4,0,0,0,1
499,1,0,0,0,0,0,0,0,0,1
487,4,4,2,0,2,1,0,0,0,1
431,10,12,14,17,11,5,0,0,0,1
402,16,11,8,27,32,4,0,0,0,1
368,16,14,14,30,37,17,3,1,0,1
498,2,0,0,0,0,0,0,0,0,1
446,8,8,11,10,8,8,0,0,0,1
470,5,5,5,6,7,2,0,0,0,1
400,9,10,18,26,26,7,2,1,1,1
460,10,11,4,5,4,3,3,0,0,1
325,36,27,29,34,20,13,5,5,0,1
500,0,0,0,0,0,0,0,0,0,1
423,14,10,23,17,10,3,0,0,0,1
450,5,2,12,17,7,7,0,0,0,1
499,1,0,0,0,0,0,0,0,0,1
498,1,0,0,1,0,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,1
498,1,0,1,0,0,0,0,0,0,1
497,2,0,0,0,0,0,1,0,0,1
460,4,2,9,9,10,5,0,1,0,1
493,4,1,1,0,1,0,0,0,0,1
475,7,11,2,3,0,1,1,0,0,1
455,2,3,6,12,18,3,1,0,0,1
462,11,3,10,6,6,2,0,0,0,1
483,6,3,2,4,2,0,0,0,0,1
425,15,11,13,20,11,4,1,0,0,1
499,1,0,0,0,0,0,0,0,0,1
461,19,8,5,5,1,1,0,0,0,1
497,2,1,0,0,0,0,0,0,0,1
398,27,20,23,18,10,4,0,0,0,1
449,13,9,9,9,10,1,0,0,0,1
484,0,2,4,5,5,0,0,0,0,1
420,13,5,12,22,16,12,0,0,0,1
461,2,3,8,11,8,4,0,1,1,1
475,4,6,5,5,2,2,0,0,1,1
487,2,1,5,1,4,0,0,0,0,1
471,6,8,5,5,4,1,0,0,0,1
496,3,1,0,0,0,0,0,0,0,1
492,2,2,1,0,2,1,0,0,0,1
474,2,4,4,4,10,2,0,0,0,1
462,10,7,5,6,9,1,0,0,0,1
454,18,15,8,5,0,0,0,0,0,1
472,11,0,4,6,3,3,1,0,0,1
445,21,8,7,11,7,1,0,0,0,1
408,26,20,15,11,16,4,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
444,5,8,8,13,21,0,1,0,0,1
500,0,0,0,0,0,0,0,0,0,1
450,14,11,8,9,5,2,1,0,0,1
500,0,0,0,0,0,0,0,0,0,1
332,38,29,28,44,21,7,0,0,1,1
485,4,5,3,2,1,0,0,0,0,1
311,15,15,25,49,60,23,1,1,0,1
479,4,5,8,1,3,0,0,0,0,1
447,15,17,9,10,2,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
431,6,8,9,16,23,7,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
276,38,49,40,58,29,7,3,0,0,1
439,15,12,12,10,7,5,0,0,0,1
351,40,38,21,25,17,7,0,1,0,1
500,0,0,0,0,0,0,0,0,0,1
299,9,10,29,61,64,23,4,1,0,1
382,12,17,21,23,36,8,1,0,0,1
409,3,11,19,18,32,8,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
439,9,10,10,20,8,2,1,0,1,1
466,7,7,5,7,7,1,0,0,0,1
369,14,18,22,36,29,10,2,0,0,1
499,1,0,0,0,0,0,0,0,0,1
498,1,1,0,0,0,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,1
482,6,3,4,1,3,1,0,0,0,1
482,3,1,1,7,5,1,0,0,0,1
377,19,26,23,34,15,5,1,0,0,1
499,1,0,0,0,0,0,0,0,0,1
395,20,21,18,23,16,6,1,0,0,1
486,5,1,0,3,3,2,0,0,0,1
330,38,48,29,25,18,10,2,0,0,1
399,24,23,24,16,9,5,0,0,0,1
470,6,5,3,3,6,6,1,0,0,1
498,2,0,0,0,0,0,0,0,0,1
449,11,5,6,16,12,1,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
381,23,16,22,33,16,7,1,1,0,1
466,4,3,2,13,8,4,0,0,0,1
412,11,16,15,16,20,8,2,0,0,1
499,0,1,0,0,0,0,0,0,0,1
482,5,2,4,5,2,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,1
448,12,9,4,17,6,3,1,0,0,1
424,3,7,5,20,34,6,1,0,0,1
418,13,10,21,18,9,8,2,0,1,1
500,0,0,0,0,0,0,0,0,0,1
393,33,20,18,14,16,6,0,0,0,1
422,31,23,11,10,3,0,0,0,0,1
396,14,14,20,30,22,2,2,0,0,1
499,0,1,0,0,0,0,0,0,0,1
497,2,1,0,0,0,0,0,0,0,1
479,18,1,1,1,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
469,19,4,5,1,0,2,0,0,0,1
498,2,0,0,0,0,0,0,0,0,1
489,6,1,3,0,1,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
476,19,2,2,0,0,0,1,0,0,1
500,0,0,0,0,0,0,0,0,0,1
459,23,11,5,2,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
472,20,8,0,0,0,0,0,0,0,1
478,21,1,0,0,0,0,0,0,0,1
489,10,0,0,1,0,0,0,0,0,1
494,6,0,0,0,0,0,0,0,0,1
460,29,7,2,2,0,0,0,0,0,1
488,11,0,0,1,0,0,0,0,0,1
479,18,3,0,0,0,0,0,0,0,1
470,29,1,0,0,0,0,0,0,0,1
460,35,4,0,1,0,0,0,0,0,1
489,11,0,0,0,0,0,0,0,0,1
475,19,3,3,0,0,0,0,0,0,1
498,1,0,0,1,0,0,0,0,0,1
461,31,7,0,0,1,0,0,0,0,1
423,71,5,1,0,0,0,0,0,0,1
451,44,4,0,0,0,0,1,0,0,1
491,9,0,0,0,0,0,0,0,0,1
447,41,8,4,0,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,1
491,6,1,2,0,0,0,0,0,0,1
491,9,0,0,0,0,0,0,0,0,1
471,22,6,1,0,0,0,0,0,0,1
495,4,1,0,0,0,0,0,0,0,1
468,20,4,5,3,0,0,0,0,0,1
396,65,24,12,2,1,0,0,0,0,1
431,49,13,3,3,0,1,0,0,0,1
483,15,2,0,0,0,0,0,0,0,1
450,35,4,5,5,0,1,0,0,0,1
493,7,0,0,0,0,0,0,0,0,1
436,48,10,4,1,0,1,0,0,0,1
425,68,6,1,0,0,0,0,0,0,1
447,46,5,2,0,0,0,0,0,0,1
475,20,3,1,1,0,0,0,0,0,1
441,40,8,7,2,2,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
473,19,5,1,1,1,0,0,0,0,1
496,3,1,0,0,0,0,0,0,0,1
465,25,5,4,0,1,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
469,22,7,2,0,0,0,0,0,0,1
494,5,1,0,0,0,0,0,0,0,1
449,35,10,3,3,0,0,0,0,0,1
496,4,0,0,0,0,0,0,0,0,1
451,33,13,2,1,0,0,0,0,0,1
496,2,2,0,0,0,0,0,0,0,1
453,31,7,6,1,1,0,1,0,0,1
499,1,0,0,0,0,0,0,0,0,1
491,7,1,1,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,1
484,14,1,0,0,0,0,1,0,0,1
496,4,0,0,0,0,0,0,0,0,1
478,14,6,0,1,0,1,0,0,0,1
459,31,6,4,0,0,0,0,0,0,1
457,32,8,3,0,0,0,0,0,0,1
497,3,0,0,0,0,0,0,0,0,1
484,10,3,2,1,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,1
471,19,8,1,0,1,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,1
481,11,3,1,2,2,0,0,0,0,1
492,3,3,2,0,0,0,0,0,0,1
486,11,2,0,0,1,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,1
484,13,2,1,0,0,0,0,0,0,1
471,26,3,0,0,0,0,0,0,0,1
480,15,3,2,0,0,0,0,0,0,1
492,8,0,0,0,0,0,0,0,0,1
462,32,4,1,0,1,0,0,0,0,1
488,10,2,0,0,0,0,0,0,0,1
481,13,4,1,1,0,0,0,0,0,1
467,24,7,0,2,0,0,0,0,0,1
457,27,10,4,0,1,1,0,0,0,1
480,13,4,2,1,0,0,0,0,0,1
485,10,3,1,1,0,0,0,0,0,1
482,13,3,0,2,0,0,0,0,0,1
463,29,3,5,0,0,0,0,0,0,1
479,17,2,2,0,0,0,0,0,0,1
480,15,5,0,0,0,0,0,0,0,1
481,15,3,0,1,0,0,0,0,0,1
468,27,3,1,1,0,0,0,0,0,1
486,9,4,0,0,0,1,0,0,0,1
470,20,8,2,0,0,0,0,0,0,1
494,3,0,1,2,0,0,0,0,0,1
483,11,4,2,0,0,0,0,0,0,1
490,8,2,0,0,0,0,0,0,0,1
483,10,5,2,0,0,0,0,0,0,1
486,11,1,2,0,0,0,0,0,0,1
473,23,4,0,0,0,0,0,0,0,1
473,23,3,0,1,0,0,0,0,0,1
469,22,5,2,1,1,0,0,0,0,1
486,7,3,2,0,2,0,0,0,0,1
476,19,4,1,0,0,0,0,0,0,1
455,43,1,1,0,0,0,0,0,0,1
482,12,4,1,1,0,0,0,0,0,1
484,14,1,1,0,0,0,0,0,0,1
485,11,1,2,0,1,0,0,0,0,1
474,23,3,0,0,0,0,0,0,0,1
490,7,3,0,0,0,0,0,0,0,1
